公司名,工商注册级别,注册地址变更信息,增资情况,股权变动,控股,成立年限,注册专业人员信息,法定代表人稳定性,对外投资,所处行业地位,企业规模,工程获奖情况,公共信用记录,工程领域不良记录(严重),工程领域不良记录(一般),法院信用记录,中标数量,主要市场区域,项目规模,主项资质,增项资质,知识产权情况,财务,社会评价,信用评分
浙江锦杨建设有限公司,2,0,0,0,0,43,44,0,,0,3,0,0,0,1,0,60,2,1,3,2,0,0,0,517
浙江申泰建设有限公司,2,0,0,0,0,0,40,0,,0,2,0,0,0,2,0,37,3,9,2,8,1,0,0,411
浙江鼎源建设有限公司,2,0,0,0,3,0,12,0,,0,3,0,0,0,0,0,115,0,0,3,3,0,0,3,579
浙江九合环境股份有限公司,2,0,0,0,3,18,65,0,,0,2,7,0,0,0,0,98,1,27,2,7,0,0,7,667
浙江昌泰建设有限公司,2,0,0,0,3,12,37,0,,0,3,0,0,0,0,0,74,3,7,3,7,0,0,10,608
浙江华泰市政工程有限公司,2,0,0,0,0,20,23,0,,0,2,1,0,0,3,0,0,0,0,2,4,0,0,1,437
浙江雄业建设有限公司,2,0,0,0,3,17,45,0,,0,2,0,0,0,0,0,102,0,4,2,5,0,0,1,559
浙江双林古建园林工程有限公司,2,0,0,0,3,24,51,0,1,0,2,2,0,0,0,0,107,1,17,2,5,0,0,3,638
浙江德林建设有限公司,2,0,0,0,3,0,31,0,,0,3,4,0,0,1,0,86,1,15,3,4,0,0,4,596
浙江华是科技股份有限公司,2,0,0,0,3,19,35,0,1,0,2,0,0,0,0,0,74,1,5,2,5,0,0,10,640
浙江凯天建设有限公司,2,0,0,0,3,13,24,0,,0,3,1,0,0,0,0,74,3,3,3,3,0,0,1,557
浙江久天建设有限公司,2,0,0,0,3,15,24,0,,0,2,0,0,0,1,0,63,1,3,2,4,0,0,1,524
浙江瑞翔建设有限公司,2,0,0,0,3,22,25,0,,0,3,0,0,0,2,0,74,1,4,3,4,0,0,5,557
浙江鼎盛交通建设有限公司,2,0,0,0,3,16,51,0,,0,2,1,0,0,1,0,84,1,7,2,7,2,0,10,614
浙江金泉建设有限公司,2,0,0,0,0,17,39,0,,0,2,1,0,0,1,0,70,0,3,2,6,1,0,1,534
浙江年代装饰工程有限公司,2,0,0,0,0,0,23,0,,0,2,3,0,0,0,0,60,3,6,2,5,0,0,3,594
浙江海元建设股份有限公司,2,0,0,0,3,17,17,0,,0,3,1,0,0,2,0,86,0,8,3,3,0,0,7,557
浙江宇达建设有限公司,2,0,0,0,2,14,39,0,1,0,2,0,0,3,4,0,80,1,8,2,6,0,0,1,459
浙江有色建设工程有限公司,2,0,0,0,2,17,44,0,1,0,2,0,0,0,4,0,43,3,1,2,3,0,0,6,520
浙江中吴建设有限公司,2,0,0,0,3,16,39,0,,0,2,5,0,0,2,0,38,0,1,2,5,1,0,8,554
浙江腾宏市政建设有限公司,2,0,0,0,3,13,21,0,,0,3,0,0,0,0,0,37,1,2,3,4,0,0,0,563
浙江元恒建设有限公司,2,0,0,0,3,11,30,0,,0,3,0,0,0,0,0,116,1,3,3,6,0,0,2,592
浙江宇尧建设有限公司,2,0,0,0,3,0,45,0,,0,3,0,0,0,2,0,85,1,3,3,5,0,0,0,521
浙江润达建设有限公司,2,0,0,0,0,0,13,0,,0,3,0,0,0,0,0,77,1,0,3,7,0,0,0,528
浙江汇宇建设有限公司,2,0,0,0,3,18,51,0,1,0,2,0,0,0,3,0,25,3,4,2,8,1,0,4,471
浙江铭泰园林建设有限公司,2,0,0,0,3,12,36,0,,0,3,0,0,0,0,0,111,2,1,3,5,0,0,0,568
浙江万润建设有限公司,2,0,0,0,3,14,54,0,1,0,2,0,0,0,1,0,89,1,4,2,6,0,0,4,541
浙江飞耀装饰股份有限公司,2,0,0,0,0,0,29,0,2,0,2,14,0,1,4,0,63,0,2,2,6,4,0,24,613
浙江鸿远科技有限公司,2,0,0,0,3,17,52,0,,0,2,0,0,0,2,0,39,1,4,2,7,0,0,5,563
浙江庆杰建设有限公司,2,0,0,0,3,0,41,0,,0,3,0,0,0,0,0,97,1,3,3,7,0,0,0,562
浙江安都建设有限公司,2,0,0,0,3,11,42,0,,0,3,0,0,0,2,0,55,3,2,3,10,0,0,3,527
浙江亚厦幕墙有限公司,2,0,0,0,2,16,164,0,4,0,2,69,0,0,19,0,88,1,27,2,4,32,0,79,669
浙江万和建设有限公司,2,0,0,0,3,12,47,0,,0,3,0,0,0,4,0,15,2,2,3,7,0,0,0,427
浙江悦达建设有限公司,2,0,0,0,3,17,48,0,,0,2,0,0,0,4,0,82,1,6,2,2,0,0,1,482
浙江宝龙建设有限公司,2,0,0,0,0,15,38,0,,0,2,3,0,0,3,0,68,3,13,2,9,0,0,3,476
浙江一庆建设有限公司,2,0,0,0,3,0,64,0,2,0,2,0,0,0,0,0,91,1,5,2,5,0,0,0,586
浙江舜士建设有限公司,2,0,0,0,3,13,27,0,,0,3,0,0,0,0,0,38,0,2,3,7,0,0,0,547
浙江兴远建设有限公司,2,0,0,0,3,0,17,0,,0,2,0,0,0,3,0,97,1,26,2,7,0,0,2,513
浙江中瑞建筑工程有限公司,2,0,0,0,0,23,52,0,1,0,2,1,0,0,1,0,64,3,9,2,6,1,0,6,566
浙江佳成建设有限公司,2,0,0,0,3,16,42,0,,0,2,8,0,0,0,0,78,1,17,2,8,6,0,10,714
浙江温州城乡建筑工程有限公司,3,0,0,0,3,23,52,0,,0,2,2,0,0,3,0,77,3,0,2,6,0,0,3,517
浙江沈氏建设有限公司,2,0,0,0,3,23,0,0,1,0,0,0,0,0,5,0,76,3,0,0,0,0,0,0,210
浙江宝厦建设有限公司,2,0,0,0,3,22,68,0,2,0,2,7,0,0,2,0,77,1,15,2,7,4,0,7,653
浙江梁湖建设有限公司,2,0,0,0,3,13,64,0,1,0,2,3,0,0,15,0,67,2,2,2,4,0,0,6,496
浙江中纬生态建设有限公司,2,0,0,0,3,0,25,0,,0,3,1,0,0,1,0,71,1,4,3,10,0,0,1,559
浙江山铁建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,59,3,0,0,0,0,0,0,296
浙江策利建设有限公司,2,0,0,0,3,14,29,0,,0,2,1,0,0,1,0,37,3,1,2,5,0,0,7,519
浙江禹鑫市政工程有限公司,2,0,0,0,3,0,16,0,,0,4,0,0,0,1,0,72,1,0,4,5,0,0,0,514
浙江国丰集团有限公司,2,0,0,0,3,21,46,0,6,0,2,8,0,0,2,0,31,1,19,2,6,6,0,18,659
浙江坤兴建设有限公司,2,0,0,0,3,18,57,0,,0,2,3,0,0,7,0,76,0,4,2,5,0,0,3,474
浙江宝基建设有限公司,2,0,0,0,3,0,17,0,,0,3,0,0,0,1,0,60,1,0,3,6,0,0,0,547
浙江龙晟建设有限公司,2,0,0,0,3,14,41,0,1,0,3,0,0,0,0,0,63,1,0,3,7,0,0,4,590
浙江华伟建设有限公司,2,0,0,0,2,0,41,0,,0,3,0,0,0,0,0,83,1,7,3,6,0,0,0,576
浙江立恒建设有限公司,2,0,0,0,3,0,25,0,,0,4,0,0,0,0,0,37,1,1,4,4,1,0,2,563
浙江舜兴建设有限公司,2,0,0,0,3,17,22,0,,0,3,0,0,0,0,0,26,1,4,3,8,0,0,0,567
浙江华腾建设工程有限公司,2,0,0,0,3,0,32,0,,0,4,0,0,0,2,0,58,3,0,4,6,0,0,4,469
浙江鸿泽建设有限公司,2,0,0,0,3,11,40,0,,0,3,0,0,1,2,0,79,3,3,3,6,0,0,0,502
浙江德方智能科技有限公司,2,0,0,0,1,17,52,0,,0,2,3,0,0,0,0,86,1,17,2,5,0,0,5,643
浙江中恒建设有限公司,2,0,0,0,0,16,55,0,1,0,2,0,0,0,3,0,76,1,9,2,6,0,0,10,526
浙江龙建建设有限公司,2,0,0,0,3,16,34,0,,0,3,0,0,0,0,0,82,3,0,3,3,0,0,3,557
浙江五联建设有限公司,2,0,0,0,1,19,61,0,4,0,2,1,0,0,1,0,65,1,8,2,7,5,0,7,682
浙江明远建设有限公司,2,0,0,0,3,17,46,0,2,0,2,0,0,0,1,0,37,0,8,2,6,0,0,0,516
浙江同益建设有限公司,2,0,0,0,3,22,30,0,,0,3,1,0,0,1,0,83,3,2,3,5,0,0,11,588
浙江耀兴建设有限公司,2,0,0,0,3,35,53,0,1,0,2,5,0,0,1,0,46,1,7,2,9,0,0,9,606
浙江居易建筑工程有限公司,2,0,0,0,3,18,45,0,2,0,3,1,0,0,0,0,76,1,15,3,5,0,0,1,592
浙江宏强建设有限公司,2,0,0,0,3,0,44,0,1,0,3,0,0,0,1,0,82,3,1,3,6,0,0,4,552
浙江康腾建设有限公司,2,0,0,0,0,21,21,0,,0,3,0,0,0,1,0,38,0,4,3,4,0,0,0,492
浙江顺通建设有限公司,2,0,0,0,3,18,62,0,,0,2,0,0,0,4,0,37,1,3,2,8,0,0,10,529
浙江景鸿建设有限公司,2,0,0,0,3,13,53,0,,0,3,0,0,0,0,0,75,3,6,3,4,0,0,1,557
浙江天逸建设有限公司,2,0,0,0,3,21,20,0,,0,3,0,0,0,0,0,29,1,0,3,6,0,0,5,575
浙江汉诚建设有限公司,2,0,0,0,3,0,27,0,,0,3,0,0,0,0,0,84,1,2,3,4,0,0,0,559
浙江豪翔建设有限公司,2,0,0,0,3,0,9,0,,0,4,0,0,0,0,0,90,1,2,4,1,0,0,0,547
浙江欣立建设有限公司,2,0,0,0,2,18,27,0,,0,3,0,0,0,1,0,67,0,3,3,6,0,0,0,542
浙江瑞峰建设有限公司,2,0,0,0,2,16,17,0,1,0,2,0,0,0,0,0,24,3,1,2,3,0,0,10,594
浙江新禾建设有限公司,2,0,0,0,3,11,37,0,,0,3,0,0,0,1,0,37,3,5,3,6,0,0,2,478
浙江东航建设集团有限公司,2,0,0,0,0,21,36,0,,0,2,4,0,2,7,0,66,3,4,2,6,0,0,4,454
浙江博宇建筑有限公司,2,0,0,0,3,17,43,0,3,0,2,0,0,0,1,0,57,3,9,2,13,0,0,5,545
浙江远翔建设有限公司,2,0,0,0,3,12,25,0,,0,3,0,0,0,1,0,83,3,4,3,5,0,0,0,525
浙江智晟科技有限公司,2,0,0,0,3,20,43,0,4,0,2,1,0,0,0,0,75,1,3,2,6,3,0,8,701
浙江坤茂建设有限公司,2,0,0,0,3,14,40,0,,0,2,0,0,0,1,0,72,3,1,2,7,0,0,8,559
浙江广誉建设有限公司,2,0,0,0,0,0,25,0,,0,3,0,0,0,0,0,60,1,1,3,4,0,0,0,561
浙江子城联合建设有限公司,2,0,0,0,3,11,75,0,,0,3,0,0,0,0,0,96,0,26,3,8,0,0,2,573
浙江柯建集团有限公司,2,0,0,0,3,17,58,0,5,0,2,2,0,0,0,0,73,1,6,2,5,1,0,4,629
浙江国宏建设有限公司,2,0,0,0,3,0,20,0,,0,3,0,0,0,0,0,68,3,1,3,1,0,0,7,551
浙江民欣建设有限公司,2,0,0,0,3,36,29,0,,0,2,0,0,1,2,0,39,1,4,2,10,0,0,0,489
浙江亨达建设有限公司,2,0,0,0,2,18,36,0,,0,3,0,0,0,0,0,68,3,5,3,2,0,0,0,553
浙江秦山建设股份有限公司,2,0,0,0,3,14,46,0,2,0,2,1,0,0,1,0,57,3,10,2,4,0,0,11,593
浙江科润建设有限公司,2,0,0,0,3,11,39,0,,0,3,0,0,0,0,0,74,3,7,3,10,1,0,3,577
浙江强盛建设工程有限公司,2,0,0,0,3,18,0,0,,0,0,0,0,0,0,0,50,3,0,0,0,0,0,7,343
浙江天童园艺有限公司,2,0,0,0,3,19,25,0,,0,2,1,0,0,1,0,61,1,7,2,6,0,0,2,587
浙江运发建设有限公司,2,0,0,0,3,17,29,0,,0,3,0,0,0,0,0,68,3,5,3,3,0,0,3,562
浙江盛捷建设有限公司,2,0,0,0,3,14,37,0,1,0,2,0,0,0,0,0,66,1,4,2,6,0,0,10,614
浙江嘉旺建设有限公司,2,0,0,0,3,29,0,0,,0,0,0,0,0,2,0,54,0,0,0,0,0,0,3,288
浙江锦业建设有限公司,2,0,0,0,3,12,26,0,,0,3,0,0,0,0,0,56,0,1,3,3,0,0,1,557
浙江一龙建设有限公司,2,0,0,0,3,0,28,0,,0,3,0,0,0,1,0,59,1,1,3,9,0,0,6,574
浙江广华建设有限公司,2,0,0,0,3,12,18,0,,0,3,0,0,0,1,0,54,1,2,3,2,0,0,2,552
浙江锦华建设有限公司,2,0,0,0,3,13,43,0,,0,2,0,0,0,1,0,49,1,10,2,5,0,0,7,562
浙江广聚建设有限公司,2,0,0,0,3,12,28,0,,0,3,0,0,0,0,0,84,0,4,3,6,0,0,0,557
浙江正基建设有限公司,2,0,0,0,3,14,36,0,,0,3,0,0,0,0,0,70,1,7,3,5,0,0,1,582
浙江宏泰照明有限公司,2,0,0,0,3,15,15,0,,0,3,0,0,0,2,0,56,1,0,3,3,0,0,5,552
浙江港城建设有限公司,2,0,0,0,3,19,31,0,3,0,3,0,0,0,5,0,37,3,1,3,5,0,0,7,483
浙江通平建设有限公司,2,0,0,0,3,0,28,0,,0,3,0,0,0,0,0,39,3,0,3,3,0,0,0,523
浙江盛峰建设有限公司,2,0,0,0,3,23,18,0,,0,3,0,0,0,8,0,36,3,0,3,5,0,0,9,443
浙江大舜公路建设有限公司,2,0,0,0,3,18,43,0,4,0,2,2,0,0,0,0,69,2,15,2,5,5,0,9,677
浙江协众建设有限公司,2,0,0,0,3,0,40,0,,0,3,0,0,0,1,0,67,3,2,3,10,0,0,0,530
浙江大有实业有限公司,2,0,0,0,2,15,53,0,3,0,2,0,0,0,0,0,75,3,3,2,5,0,0,9,614
浙江大道建设工程有限公司,2,0,0,0,0,0,31,0,,0,4,0,0,0,1,0,88,1,5,4,2,0,0,0,520
浙江广茂建设有限公司,2,0,0,0,3,17,31,0,1,0,3,0,0,0,2,0,66,1,6,3,6,0,0,0,534
浙江浙耀建设有限公司,2,0,0,0,3,11,34,0,1,0,3,2,0,1,2,0,53,0,1,3,7,2,0,2,554
浙江滕头园林股份有限公司,2,0,0,0,3,21,41,0,5,0,2,12,0,0,2,0,62,1,17,2,7,0,0,22,662
浙江桐庐富春江建筑工程有限公司,2,0,0,0,0,29,22,0,,0,3,0,0,0,3,0,75,3,0,3,5,0,0,0,417
浙江新宏建设有限公司,2,0,0,0,3,13,41,0,1,0,2,4,0,0,1,0,60,0,8,2,4,0,0,5,569
浙江高弘建设有限公司,2,0,0,0,3,14,26,0,,0,2,0,0,0,0,0,68,1,1,2,2,0,0,0,552
浙江江天园林建设有限公司,2,0,0,0,3,0,23,0,,0,3,0,0,0,1,0,54,3,6,3,9,0,0,0,515
浙江泰成建设有限公司,2,0,0,0,3,17,32,0,,0,2,1,0,0,2,0,60,1,6,2,4,0,0,5,544
浙江乾丰生态建设有限公司,2,0,0,0,3,0,25,0,,0,3,0,0,2,0,0,61,1,14,3,5,0,0,0,546
浙江金立建设有限公司,2,0,0,0,3,16,51,0,3,0,2,4,0,0,2,0,70,1,20,2,7,0,0,10,590
浙江联程建设有限公司,2,0,0,0,3,0,42,0,2,0,3,0,0,0,1,0,61,3,0,3,9,0,0,1,534
浙江德伟建设有限公司,2,0,0,0,2,12,19,0,1,0,3,0,0,0,2,0,48,0,1,3,4,0,0,0,514
浙江腾宇建设有限公司,2,0,0,0,0,0,18,0,,0,3,0,0,0,0,0,0,0,0,3,6,0,0,0,487
浙江信博城市建设有限公司,2,0,0,0,3,21,35,0,1,0,2,0,0,0,0,0,47,1,2,2,4,1,0,2,589
浙江尚坤建设有限公司,2,0,0,0,3,14,24,0,,0,3,2,0,0,0,0,61,0,2,3,5,0,0,5,592
浙江威驰建设有限公司,2,0,0,0,3,14,13,0,,0,2,0,0,0,7,0,70,0,3,2,2,0,0,0,417
浙江大东南建设有限公司,2,0,0,0,3,24,27,0,,0,2,0,0,0,2,0,58,3,0,2,6,0,0,0,494
浙江凯恩建筑工程有限公司,2,0,0,0,3,15,35,0,,0,2,0,0,9,12,0,13,3,2,2,6,0,0,0,404
浙江和勤通信工程有限公司,2,0,0,0,3,19,15,0,1,0,3,0,0,0,0,0,87,1,0,3,6,10,0,10,682
浙江九都建设有限公司,2,0,0,0,3,13,23,0,,0,3,0,0,0,0,0,37,0,1,3,3,0,0,0,542
浙江龙亿建设有限公司,2,0,0,0,3,15,19,0,2,0,3,0,0,0,0,0,65,1,5,3,7,0,0,0,557
浙江坤宇建设有限公司,2,0,0,0,3,0,23,0,,0,3,0,0,0,0,0,40,1,10,3,4,0,0,0,556
浙江凯德建设有限公司,2,0,0,0,3,15,28,0,,0,2,0,0,0,1,0,57,3,3,2,6,0,0,1,529
浙江东宇建设有限公司,2,0,0,0,0,13,52,0,,0,2,0,0,0,1,0,57,1,3,2,8,0,0,0,527
浙江顺建市政工程有限公司,2,0,0,0,3,19,39,0,,0,2,0,0,0,0,0,69,1,7,2,3,0,0,0,562
浙江鎏增古建园林工程有限公司,2,0,0,0,3,0,28,0,,0,3,0,0,0,0,0,67,2,0,3,9,0,0,5,583
浙江鑫宏建筑有限公司,2,0,0,0,3,30,22,0,1,0,3,1,0,0,1,0,60,3,1,3,3,0,0,1,539
浙江旭昱建设有限公司,2,0,0,0,3,16,19,0,,0,3,0,0,0,2,0,68,0,0,3,3,0,0,9,532
浙江引拓建设有限公司,2,0,0,0,3,24,47,0,2,0,2,4,0,0,2,0,88,0,9,2,3,0,0,5,551
浙江恒炜生态建设有限公司,2,0,0,0,3,0,32,0,,0,3,0,0,0,0,0,37,1,4,3,10,0,0,1,565
浙江千岛建设有限公司,2,0,0,0,3,17,37,0,1,0,2,0,0,0,3,0,37,3,5,2,7,0,0,10,516
浙江申盛建筑工程有限公司,2,0,0,0,0,20,48,0,,0,2,3,0,1,1,0,13,0,4,2,7,0,0,3,519
